  PID  PPID STAT COMMAND
17866 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=42 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=391249352101 --shared-files --metrics-shmem-handle=1752395122,r,15445557408414553379,2906419498943249570,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709025667629152 --seatbelt-client=297
17869 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper.app/Contents/MacOS/Google Chrome Helper --type=utility --utility-sub-type=video_capture.mojom.VideoCaptureService --lang=en-GB --service-sandbox-type=none --message-loop-type-ui --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --shared-files --metrics-shmem-handle=1752395122,r,5456375693621747076,3014899525563935616,524288 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709028478754699
17883     1 S    /System/Applications/TextEdit.app/Contents/MacOS/TextEdit
17884     1 Ss   /System/Library/Frameworks/AppKit.framework/Versions/C/XPCServices/com.apple.appkit.xpc.openAndSavePanelService.xpc/Contents/MacOS/com.apple.appkit.xpc.openAndSavePanelService
17885     1 Ss   /System/Library/Frameworks/QuickLookUI.framework/Versions/A/XPCServices/QuickLookUIService.xpc/Contents/MacOS/QuickLookUIService
17893 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=57 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=391334373452 --shared-files --metrics-shmem-handle=1752395122,r,12717273561328710228,11443911752607560916,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709039723256887 --seatbelt-client=54
17894 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=58 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=391334380813 --shared-files --metrics-shmem-handle=1752395122,r,15984638001161653235,17752207214295612720,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709040660298736 --seatbelt-client=54
17932 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=68 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=391530660925 --shared-files --metrics-shmem-handle=1752395122,r,2082154404773579874,12411473498477062048,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709050030717226 --seatbelt-client=55
17933 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=69 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=391531993499 --shared-files --metrics-shmem-handle=1752395122,r,13458450539151338711,16557320776781084232,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709050967759075 --seatbelt-client=311
18749     1 S    /System/Library/CoreServices/Setup Assistant.app/Contents/Resources/mbuseragent
18770     1 SNs  /usr/libexec/periodic-wrapper weekly
18791     1 Ss   /usr/libexec/DataDetectorsSourceAccess
19177     1 Ss   /System/Library/PrivateFrameworks/SystemAdministration.framework/XPCServices/writeconfig.xpc/Contents/MacOS/writeconfig
19641     1 S    cloudphotod
19648     1 S    /System/Library/PrivateFrameworks/ContactsDonation.framework/Versions/A/Support/contactsdonationagent
19651     1 S    /usr/libexec/mlruntimed
19664     1 S    /usr/sbin/distnoted agent
19665     1 S    /usr/sbin/distnoted agent
19666     1 S    /usr/sbin/distnoted agent
19877     1 S    /System/Library/Frameworks/ApplicationServices.framework/Frameworks/PrintCore.framework/Versions/A/printtool
24065     1 S    /Library/Apple/System/Library/StagedFrameworks/Safari/SafariShared.framework/XPCServices/com.apple.Safari.History.xpc/Contents/MacOS/com.apple.Safari.History
24074     1 S    /System/Library/PrivateFrameworks/AvatarPersistence.framework/Support/avatarsd
24087     1 Ss   /System/Library/CoreServices/iconservicesagent runAsRoot
26697     1 Ss   /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
30479     1 S    /usr/sbin/distnoted agent
33769     1 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
33771     1 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
33804     1 Ss   /System/Library/Frameworks/Metal.framework/Versions/A/XPCServices/MTLCompilerService.xpc/Contents/MacOS/MTLCompilerService
33957     1 S    /System/Library/Frameworks/CoreServices.framework/Versions/A/Frameworks/DictionaryServices.framework/Versions/A/XPCServices/com.apple.DictionaryServiceHelper.xpc/Contents/MacOS/com.apple.DictionaryServiceHelper
39018     1 S    /usr/sbin/distnoted agent
39092     1 SNs  /usr/libexec/periodic-wrapper monthly
43233     1 S    /System/Library/CoreServices/UserNotificationCenter.app/Contents/MacOS/UserNotificationCenter
43811     1 S    /System/Library/PrivateFrameworks/KerberosHelper/Helpers/DiskUnmountWatcher
49695     1 S    /System/Library/PrivateFrameworks/AppStoreComponents.framework/Support/appstorecomponentsd
64576     1 S    /System/Library/CoreServices/rcd.app/Contents/MacOS/rcd
64777     1 Ss   /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
67146     1 Ss   /usr/libexec/diskimagesiod
67862     1 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
67863     1 S    MongoDB Compass
67944     1 S    /Applications/MongoDB Compass.app/Contents/Frameworks/Electron Framework.framework/Helpers/chrome_crashpad_handler --no-rate-limit --monitor-self-annotation=ptype=crashpad-handler --database=/Users/kasturi/Library/Application Support/MongoDB Compass/CrashReporter --annotation=_productName=MongoDB Compass --annotation=_version=1.49.14 --annotation=plat=OS X --annotation=prod=Electron --annotation=ver=41.2.2 --handshake-fd=18
67945 67863 S    /Applications/MongoDB Compass.app/Contents/Frameworks/MongoDB Compass Helper.app/Contents/MacOS/MongoDB Compass Helper --type=gpu-process --user-data-dir=/Users/kasturi/Library/Application Support/MongoDB Compass --gpu-preferences=SAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --field-trial-handle=1718379636,r,10294913327648227867,12128635701766501644,262144 --enable-features=PdfUseShowSaveFilePicker --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,8307229268382074046,17948088458183955453,4 --trace-process-track-uuid=3190708988185955192 --seatbelt-client=30
67946 67863 S    /Applications/MongoDB Compass.app/Contents/Frameworks/MongoDB Compass Helper.app/Contents/MacOS/MongoDB Compass Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en-US --service-sandbox-type=network --user-data-dir=/Users/kasturi/Library/Application Support/MongoDB Compass --shared-files --field-trial-handle=1718379636,r,10294913327648227867,12128635701766501644,262144 --enable-features=PdfUseShowSaveFilePicker --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,8307229268382074046,17948088458183955453,4 --trace-process-track-uuid=3190708989122997041 --seatbelt-client=30
67960 67863 S    /Applications/MongoDB Compass.app/Contents/Frameworks/MongoDB Compass Helper (Renderer).app/Contents/MacOS/MongoDB Compass Helper (Renderer) --type=renderer --user-data-dir=/Users/kasturi/Library/Application Support/MongoDB Compass --app-path=/Applications/MongoDB Compass.app/Contents/Resources/app.asar --no-sandbox --no-zygote --lang=en-US --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=4 --time-ticks-at-unix-epoch=-1786997386713057 --launch-time-ticks=392421362631 --shared-files --field-trial-handle=1718379636,r,10294913327648227867,12128635701766501644,262144 --enable-features=PdfUseShowSaveFilePicker --disable-features=DropInputEventsWhilePaintHolding,LocalNetworkAccessChecks,ScreenAIOCREnabled,SpareRendererForSitePerProcess,TraceSiteInstanceGetProcessCreation --variations-seed-version --pseudonymization-salt-handle=1935764596,r,8307229268382074046,17948088458183955453,4 --trace-process-track-uuid=3190708990060038890
72626     1 S    /System/Applications/Utilities/Terminal.app/Contents/MacOS/Terminal
73186     1 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
90912     1 Ss   /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/Support/accessoryupdaterd 120
91385     1 Ss   /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceUSBPD.xpc/Contents/MacOS/UARPUpdaterServiceUSBPD
91937     1 Ss   /usr/libexec/diskimagesiod
92001     1 Ss   /usr/libexec/diskimagesiod
93272     1 Ss   /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceDisplay.xpc/Contents/MacOS/UARPUpdaterServiceDisplay
94937     1 Ss   /System/Library/PrivateFrameworks/CloudDocs.framework/PlugIns/com.apple.CloudDocs.MobileDocumentsFileProvider.appex/Contents/MacOS/com.apple.CloudDocs.MobileDocumentsFileProvider -AppleLanguages ("en-IN")
95620     1 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
95621     1 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
96697     1 S    /System/Library/PrivateFrameworks/Translation.framework/translationd
96699     1 S    /System/Library/PrivateFrameworks/PassKitCore.framework/passd
96718     1 S    /System/Library/PrivateFrameworks/CoreSuggestions.framework/Versions/A/Support/reversetemplated
96829     1 Ss   /usr/libexec/wifip2pd
97967     1 Ss   /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceLegacyAudio.xpc/Contents/MacOS/UARPUpdaterServiceLegacyAudio
97970     1 Ss   /System/Library/PrivateFrameworks/MobileAccessoryUpdater.framework/XPCServices/UARPUpdaterServiceHID.xpc/Contents/MacOS/UARPUpdaterServiceHID
 5735 72626 Ss   login -pf kasturi
 5736  5735 S    -zsh
 7657  5736 R+   ps -axo pid,ppid,stat,command
