  PID  PPID STAT COMMAND
  585     1 S    /System/Library/PrivateFrameworks/PhotoLibraryServices.framework/Versions/A/Support/photolibraryd
  587     1 S    /Users/kasturi/Library/Application Support/BitTorrent Web/helper.app/Contents/MacOS/crashpad_handler --no-rate-limit --database=/Users/kasturi/Library/Application Support/BitTorrentHelper/.sentry-native --metrics-dir=/Users/kasturi/Library/Application Support/BitTorrentHelper/.sentry-native --url=https://o127107.ingest.us.sentry.io:443/api/4509824716898304/minidump/?sentry_client=sentry.native/0.10.0&sentry_key=115c60599d4ed2e0c72ddfcee41b90da --attachment=/Users/kasturi/Library/Application Support/BitTorrentHelper/.sentry-native/44afada5-455b-4884-d556-0c0e6266b698.run/__sentry-event --attachment=/Users/kasturi/Library/Application Support/BitTorrentHelper/.sentry-native/44afada5-455b-4884-d556-0c0e6266b698.run/__sentry-breadcrumb1 --attachment=/Users/kasturi/Library/Application Support/BitTorrentHelper/.sentry-native/44afada5-455b-4884-d556-0c0e6266b698.run/__sentry-breadcrumb2 --handshake-fd=7
  588   580 Z    (helper)
  589     1 Ss   /usr/libexec/smd
  591     1 Ss   /System/Library/CoreServices/Dock.app/Contents/XPCServices/DockHelper.xpc/Contents/MacOS/DockHelper
  603     1 Ss   /usr/libexec/logd_helper
  605     1 S    /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper --monitor-self-annotation=ptype=crashpad-handler --type=crashpad-handler --max-uploads=5 --max-db-size=20 --max-db-age=5 --database=/Users/kasturi/Library/Caches/com.spotify.client --url=https://crashdump.spotify.com:443/ --annotation=platform=macos --annotation=product=spotify --annotation=version=1.2.95.453 --handshake-fd=6
  607   547 S    /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper --type=gpu-process --start-stack-profiler --user-data-dir=/Users/kasturi/Library/Caches/com.spotify.client --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.95.453 --gpu-preferences=SAAAAAAAAAAgAQAEAAAAAAAAAAAAAGAAAQAAAAAAAAAAAAAAAAAAAAIAAAAAAAAAAAAAAAAAAAAQAAAAAAAAABAAAAAAAAAACAAAAAAAAAAIAAAAAAAAAA== --shared-files --metrics-shmem-handle=1752395122,r,6443041339791028845,4897780572940472837,262144 --field-trial-handle=1718379636,r,4326716296857610439,2041567404224729472,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,13474142074629596241,14121091933027607459,4 --trace-process-track-uuid=3190708988185955192 --seatbelt-client=26
  608   547 S    /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper --type=utility --utility-sub-type=network.mojom.NetworkService --lang=en --service-sandbox-type=network --start-stack-profiler --user-data-dir=/Users/kasturi/Library/Caches/com.spotify.client --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.95.453 --shared-files --metrics-shmem-handle=1752395122,r,14631039667087165948,4560560188353317198,524288 --field-trial-handle=1718379636,r,4326716296857610439,2041567404224729472,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,13474142074629596241,14121091933027607459,4 --trace-process-track-uuid=3190708989122997041 --seatbelt-client=30
  609   547 S    /Applications/Spotify.app/Contents/Frameworks/Spotify Helper.app/Contents/MacOS/Spotify Helper --type=utility --utility-sub-type=storage.mojom.StorageService --lang=en --service-sandbox-type=service --user-data-dir=/Users/kasturi/Library/Caches/com.spotify.client --log-severity=disable --user-agent-product=Chrome/146.0.7680.179 Spotify/1.2.95.453 --shared-files --metrics-shmem-handle=1752395122,r,13821727994057483372,18138764439978245115,524288 --field-trial-handle=1718379636,r,4326716296857610439,2041567404224729472,262144 --disable-features=AutofillActorMode,BackForwardCache,FullscreenBubbleShowOrigin,GatherProcessRequirementMetrics,GlicActorUi,LensOverlay,MacAppCodeSignClone,PartitionAllocDanglingPtr,PartitionAllocUnretainedDanglingPtr,StorageNotificationService --variations-seed-version --pseudonymization-salt-handle=1935764596,r,13474142074629596241,14121091933027607459,4 --trace-process-track-uuid=3190708990060038890 --seatbelt-client=37
  611     1 S    /usr/libexec/loginitemregisterd
  616     1 S    /System/Library/CoreServices/OSDUIHelper.app/Contents/MacOS/OSDUIHelper
  618     1 S    /System/Library/PrivateFrameworks/SoftwareUpdate.framework/Resources/SoftwareUpdateNotificationManager.app/Contents/MacOS/SoftwareUpdateNotificationManager
  621     1 Ss   /System/Library/CoreServices/CrashReporterSupportHelper server-init
  626     1 Ss   /System/Library/PrivateFrameworks/CoreSymbolication.framework/coresymbolicationd
  629     1 S    /usr/libexec/USBAgent
  631     1 S    /usr/libexec/adprivacyd
  633     1 S    /System/Library/PrivateFrameworks/ContextKit.framework/Versions/A/XPCServices/ContextService.xpc/Contents/MacOS/ContextService
  634     1 Ss   /System/Library/PrivateFrameworks/Categories.framework/Versions/A/XPCServices/CategoriesService.xpc/Contents/MacOS/CategoriesService
  637     1 S    /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/Support/assistant_service
  640     1 S    /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPLibraryAgent --launchd
  641     1 S    /usr/sbin/distnoted agent
  649     1 Ss   /usr/libexec/sysmond
  652   106 S    /usr/sbin/systemstats --logger-helper /private/var/db/systemstats
  653     1 Ss   /System/Library/PrivateFrameworks/CoreFP.framework/Versions/A/fairplayd
  654     1 S    /System/Library/Services/AppleSpell.service/Contents/MacOS/AppleSpell
  655     1 S    /usr/libexec/keyboardservicesd
  678     1 SN   /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdbulkimport -s mdworker-bundle -c MDSImporterBundleFinder -m com.apple.metadata.mdbulkimport
  679     1 S    /usr/libexec/trustd --agent
  681     1 S    /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker-sizing -c MDSSizingWorker -m com.apple.mdworker.sizing
  684     1 S    /System/Library/Frameworks/ApplicationServices.framework/Frameworks/SpeechSynthesis.framework/Resources/com.apple.speech.speechsynthesisd
  704     1 Ss   /System/Library/CoreServices/Siri.app/Contents/XPCServices/SiriNCService.xpc/Contents/MacOS/SiriNCService
  717     1 S    /System/Library/Frameworks/CoreSpotlight.framework/CoreSpotlightService
  722     1 S    /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdworker -s mdworker-sizing -c MDSSizingWorker -m com.apple.mdworker.sizing
  726     1 S    /usr/libexec/biomesyncd
  728     1 Ss   /System/Library/Frameworks/QuickLookThumbnailing.framework/Versions/A/PlugIns/ThumbnailExtension_macOS.appex/Contents/MacOS/ThumbnailExtension_macOS -AppleLanguages ("en-IN")
  730     1 S    /Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/SafariBookmarksSyncAgent
  735     1 Ss   /System/Library/Frameworks/NetFS.framework/Versions/A/XPCServices/PlugInLibraryService.xpc/Contents/MacOS/PlugInLibraryService
  736     1 Ss   /System/Library/Frameworks/QuickLook.framework/Versions/A/XPCServices/QuickLookSatellite.xpc/Contents/MacOS/QuickLookSatellite
  766     1 S    /usr/libexec/transparencyd
  767     1 S    /usr/libexec/proactiveeventtrackerd
  823     1 Ss   /usr/libexec/memoryanalyticsd -xlatS
  829     1 Ss   /System/Library/PrivateFrameworks/CoreLSKD.framework/Versions/A/lskdd
  831     1 Ss   /usr/libexec/ASPCarryLog
  833     1 S    /Library/Apple/System/Library/CoreServices/SafariSupport.bundle/Contents/MacOS/PasswordBreachAgent
  836     1 Ss   /usr/sbin/spindump
  837     1 Ss   /System/Library/CoreServices/SubmitDiagInfo server-init
  838     1 S    /usr/libexec/spindump_agent
  852     1 S    /System/Library/CoreServices/ReportCrash agent
  854     1 S    /usr/sbin/distnoted agent
  890     1 S    /System/Library/PrivateFrameworks/CoreFollowUp.framework/Versions/A/Support/followupd
  949     1 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/CAReportingService.xpc/Contents/MacOS/CAReportingService
 1054     1 S    /usr/sbin/BTLEServerAgent
 1079     1 Ss   /usr/libexec/mobileactivationd
 1112     1 Ss   /System/Library/PrivateFrameworks/XprotectFramework.framework/Versions/A/XPCServices/XprotectService.xpc/Contents/MacOS/XprotectService
 1113     1 S    /System/Library/Frameworks/CoreServices.framework/Frameworks/Metadata.framework/Versions/A/Support/mdwrite
 1118     1 S    /System/Library/CoreServices/ScopedBookmarkAgent
 1359     1 Ss   /System/Library/CoreServices/osanalyticshelper server-init
 1445     1 S    /System/Library/PrivateFrameworks/PaperKit.framework/Contents/LinkedNotesUIService.app/Contents/MacOS/LinkedNotesUIService
 1754     1 S    /usr/libexec/studentd
 1757     1 S    /System/Library/Frameworks/ClassKit.framework/Versions/A/progressd
 1761     1 Ss   /usr/libexec/nfcd
 1835     1 Ss   /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
 1839     1 S    /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/MacOS/XProtect
 1891     1 SNs  /usr/sbin/netbiosd
 2019     1 Ss   /System/Library/DriverExtensions/com.apple.AppleUserHIDDrivers.dext/com.apple.AppleUserHIDDrivers com.apple.driverkit.AppleUserHIDDrivers 0x100013a94 com.apple.AppleUserHIDDrivers
 2035 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --extension-process --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=174 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=396037161787 --shared-files --metrics-shmem-handle=1752395122,r,2176331398051194438,1155262496325344269,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709149357153220 --seatbelt-client=326
 2146     1 S    /System/Library/Frameworks/MediaAccessibility.framework/Versions/A/XPCServices/com.apple.accessibility.mediaaccessibilityd.xpc/Contents/MacOS/com.apple.accessibility.mediaaccessibilityd
 2149     1 S    /System/Library/PrivateFrameworks/SafariSafeBrowsing.framework/com.apple.Safari.SafeBrowsing.Service
 2175     1 S    /usr/libexec/secd
 2315 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=189 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=397478045710 --shared-files --metrics-shmem-handle=1752395122,r,1338854022829500064,5397999853369799955,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709163412780955 --seatbelt-client=301
 2396     1 S    /System/Library/PrivateFrameworks/PhotoAnalysis.framework/Versions/A/Support/photoanalysisd
 2522     1 Ss   /usr/libexec/applessdstatistics
 2630     1 S    /System/Library/PrivateFrameworks/DeviceCheckInternal.framework/devicecheckd
 2635     1 S    /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storeaccountd
 2637     1 S    /usr/libexec/searchpartyuseragent
 2644     1 S    /System/Library/PrivateFrameworks/CacheDelete.framework/deleted
 2646     1 S    /System/Library/CoreServices/EscrowSecurityAlert.app/Contents/MacOS/EscrowSecurityAlert
 3095     1 S    /usr/libexec/metrickitd
 3096     1 Ss   /usr/libexec/dprivacyd
 3098     1 S    /usr/libexec/tipsd
 3101     1 S    /System/Library/CoreServices/mapspushd
 3104     1 S    /System/Library/CoreServices/LocationMenu.app/Contents/MacOS/LocationMenu
 3110     1 S    /System/Library/PrivateFrameworks/IntlPreferences.framework/Support/localizationswitcherd
 3111     1 Ss   /System/Library/PrivateFrameworks/CacheDelete.framework/deleted_helper
 3112     1 S    /usr/libexec/replayd
 3114     1 Ss   /usr/libexec/AssetCache/AssetCache
 3115     1 Ss   /System/Library/PrivateFrameworks/PackageKit.framework/Resources/system_installd
 3116     1 S    /System/Library/PrivateFrameworks/GeoServices.framework/geodMachServiceBridge
 3117     1 Ss   /System/Library/PrivateFrameworks/PackageKit.framework/Resources/installd
 3118     1 S    /System/Library/PrivateFrameworks/CommerceKit.framework/Versions/A/Resources/storedownloadd
 3119     1 Ss   /Applications/Safari.app/Contents/PlugIns/CacheDeleteExtension.appex/Contents/MacOS/CacheDeleteExtension -AppleLanguages ("en-IN")
 3120     1 Ss   /System/Applications/Music.app/Contents/PlugIns/MusicCacheExtension.appex/Contents/MacOS/MusicCacheExtension -AppleLanguages ("en-IN")
 3121     1 Ss   /System/Applications/TV.app/Contents/PlugIns/TVCacheExtension.appex/Contents/MacOS/TVCacheExtension -AppleLanguages ("en-IN")
 3123     1 S    /usr/sbin/distnoted agent
 3124     1 Ss   /System/Library/PrivateFrameworks/AssetCacheServicesExtensions.framework/XPCServices/AssetCacheTetheratorService.xpc/Contents/MacOS/AssetCacheTetheratorService
 3128     1 Ss   /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -d
 3145     1 S    /System/Library/PrivateFrameworks/Noticeboard.framework/Versions/A/Resources/nbagent.app/Contents/MacOS/nbagent
 3146     1 SNs  /usr/libexec/periodic-wrapper daily
 3149     1 Ss   /System/Library/PrivateFrameworks/Noticeboard.framework/Versions/A/Resources/nbstated
 3223     1 S    /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
 3233     1 Ss   /usr/libexec/microstackshot
 3234     1 S    /System/Library/PrivateFrameworks/AssetCacheServices.framework/Versions/A/XPCServices/AssetCacheLocatorService.xpc/Contents/MacOS/AssetCacheLocatorService -a
 3254     1 Ss   /usr/libexec/tzd
 3255     1 S    /usr/libexec/appleaccountd
 3265     1 S    /usr/libexec/proactived
 3266     1 S    /usr/libexec/silhouette
 3268     1 Ss   /usr/bin/sysdiagnose
 3269     1 Ss   /System/Library/PrivateFrameworks/CloudKitDaemon.framework/Support/cloudd --system
 3271     1 Ss   /System/Applications/Mail.app/Contents/PlugIns/MailCacheDelete.appex/Contents/MacOS/MailCacheDelete -AppleLanguages ("en-IN")
 3278     1 Ss   /System/Library/PrivateFrameworks/AssistantServices.framework/Versions/A/XPCServices/media-indexer.xpc/Contents/MacOS/media-indexer
 3283     1 S    /System/Library/PrivateFrameworks/PodcastServices.framework/XPCServices/PodcastContentService.xpc/Contents/MacOS/PodcastContentService
 3286     1 S    /System/Library/PrivateFrameworks/BookKit.framework/Versions/A/XPCServices/com.apple.BKAgentService.xpc/Contents/MacOS/com.apple.BKAgentService
 3287     1 S    /System/Library/PrivateFrameworks/AMPLibrary.framework/Versions/A/Support/AMPArtworkAgent --launchd
 3303     1 Ss   /usr/libexec/batteryintelligenced
 3387     1 S    /System/Applications/Notes.app/Contents/MacOS/Notes
 3389     1 Ss   /System/Library/Frameworks/FileProvider.framework/XPCServices/ArchiveService.xpc/Contents/MacOS/ArchiveService
 3390     1 Ss   /System/Library/PrivateFrameworks/UIFoundation.framework/Versions/A/XPCServices/nsattributedstringagent.xpc/Contents/MacOS/nsattributedstringagent
 3709 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --extension-process --init-isolate-as-foreground --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=239 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=404368812417 --shared-files --metrics-shmem-handle=1752395122,r,14315166809201182865,4189051055349808038,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709210264873405 --seatbelt-client=177
 4210 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=264 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=407265781627 --shared-files --metrics-shmem-handle=1752395122,r,18438034135864426419,1907454779114912381,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709233690919630 --seatbelt-client=765
 4247 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --pdf-renderer --lang=en-GB --js-flags=--jitless --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=266 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=407450715683 --shared-files --metrics-shmem-handle=1752395122,r,7624971617498853087,5304906389314646975,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709235565003328 --seatbelt-client=63
 4373     1 Ss   /System/Library/Frameworks/AudioToolbox.framework/XPCServices/com.apple.audio.SandboxHelper.xpc/Contents/MacOS/com.apple.audio.SandboxHelper
 4374     1 Ss   /System/Library/Frameworks/VideoToolbox.framework/Versions/A/XPCServices/VTDecoderXPCService.xpc/Contents/MacOS/VTDecoderXPCService
 4379     1 S    /System/Library/PrivateFrameworks/IMDPersistence.framework/IMAutomaticHistoryDeletionAgent.app/Contents/MacOS/IMAutomaticHistoryDeletionAgent
 4731     1 Ss   /usr/libexec/PerfPowerServices
 4749     1 Ss   /Library/Apple/System/Library/CoreServices/XProtect.app/Contents/XPCServices/XProtectPluginService.xpc/Contents/MacOS/XProtectPluginService
 4817     1 S    /usr/libexec/remindd
 4956 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=289 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=411864448519 --shared-files --metrics-shmem-handle=1752395122,r,1403842511596811977,7171028292823409438,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709257116965855 --seatbelt-client=58
 5035 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=308 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=412298661002 --shared-files --metrics-shmem-handle=1752395122,r,11635446189883108087,10165393941721749043,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709274920760986 --seatbelt-client=59
 5058 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=309 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=412468330837 --shared-files --metrics-shmem-handle=1752395122,r,6546442357502631536,1531026454095837633,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709275857802835 --seatbelt-client=57
 5062 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=310 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=412476153514 --shared-files --metrics-shmem-handle=1752395122,r,16836086936593407713,13715940275258168895,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709276794844684 --seatbelt-client=55
 5071 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=314 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=412488814578 --shared-files --metrics-shmem-handle=1752395122,r,15281781711853080318,16604646116437747138,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709280543012080 --seatbelt-client=116
 5074 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=316 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=412497026641 --shared-files --metrics-shmem-handle=1752395122,r,4246461543006401314,9228523223477926759,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709282417095778 --seatbelt-client=116
 5078 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=319 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=412507383636 --shared-files --metrics-shmem-handle=1752395122,r,17633228460588797460,5727678252856174461,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709285228221325 --seatbelt-client=311
 5081 17697 S    /Applications/Google Chrome.app/Contents/Frameworks/Google Chrome Framework.framework/Versions/150.0.7871.125/Helpers/Google Chrome Helper (Renderer).app/Contents/MacOS/Google Chrome Helper (Renderer) --type=renderer --metrics-client-id=a6b185de-e483-4a41-89f1-a06a0e62776d --origin-trial-disabled-features=CanvasTextNg|WebAssemblyCustomDescriptors --lang=en-GB --num-raster-threads=4 --enable-zero-copy --enable-gpu-memory-buffer-compositor-resources --enable-main-frame-before-activation --renderer-client-id=321 --time-ticks-at-unix-epoch=-1786997386146912 --launch-time-ticks=412516392619 --shared-files --metrics-shmem-handle=1752395122,r,11304810706173934018,7711333272314154906,2097152 --field-trial-handle=1718379636,r,6595263869703467516,830932546025847123,262144 --variations-seed-version=20260821-170058.905000-production --pseudonymization-salt-handle=1935764596,r,15182286200435690528,1570012237084378971,4 --trace-process-track-uuid=3190709287102305023 --seatbelt-client=116
